TEMPLATE_ID,SUBJECT_ID,FILE,MEDIA_ID,FRAME,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y
71,71,S072-01-t10_01.jpg,152,,121.027,216.744,234.04,219.735,165.555,285.388
72,72,S073-01-t10_01.jpg,153,,79.221,293.265,189.472,281.821,144.013,375.014
72,72,S073-01-t10_02.jpg,154,,80.126,271.156,171.103,307.332,78.7796,387.065
73,73,S074-01-t10_01.jpg,155,,142.156,218.557,255.514,219.911,205.888,293.989
74,74,S075-01-t10_01.jpg,156,,122.92,273.723,206.291,274.836,149.164,339.589
75,75,S076-01-t10_01.jpg,157,,214.391,196.761,325.921,220.671,259.02,274.696
75,75,S076-02-t10_01.jpg,158,,188.929,247.81,285.319,254.516,237.949,307.827
76,76,S077-01-t10_01.jpg,159,,75.2337,91.7922,122.531,85.326,101.679,113.839
77,77,S078-01-t10_01.jpg,160,,202.627,309.794,300.01,305.296,257.915,374.164
77,77,S078-02-t10_01.jpg,161,,402.819,527.981,535.946,503.748,495.53,606.674
77,77,S078-02-t10_02.jpg,162,,,,,,,
77,77,S078-03-t10_01.jpg,163,,221.685,280.479,278.375,276.211,250.663,321.774
77,77,S078-04-t10_01.jpg,164,,193.971,281.4,278.961,273.113,242.103,331.985
78,78,S079-01-t10_01.jpg,165,,170.44,263.548,280.969,262.527,224.072,345.211
79,79,S080-01-t10_01.jpg,166,,181.787,184.723,254.413,187.41,211.948,223.823
80,80,S081-01-t10_01.jpg,167,,312.267,329.97,536.382,343.815,424.157,474.201
81,81,S082-01-t10_01.jpg,168,,193.892,296.334,289.408,288.48,242.912,343.419
82,82,S083-01-t10_01.jpg,169,,228.804,224.68,310.292,234.775,267.989,272.845
83,83,S084-01-t10_01.jpg,170,,199.677,276.623,269.052,279.997,232.674,319.352
84,84,S085-01-t10_01.jpg,171,,433.364,372.966,547.795,379.277,484.305,496.045
84,84,S085-01-t10_02.jpg,172,,,,,,,
84,84,S085-01-t10_03.jpg,173,,325.768,574.136,516.66,589.996,408.608,744.37
85,85,S086-01-t10_01.jpg,174,,119.523,138.257,155.226,135.478,139.265,160.356
86,86,S087-01-t10_01.jpg,175,,162.575,304.097,285.262,310.295,216.856,386.487
87,87,S088-01-t10_01.jpg,176,,136.267,244.903,245.581,244.099,182.615,326.767
87,87,S088-02-t10_01.jpg,177,,215.834,266.392,310.489,259.128,267.364,324.679
88,88,S089-01-t10_01.jpg,178,,196.57,295.587,343.557,295.41,270.727,385.583
89,89,S090-01-t10_01.jpg,179,,154.455,247.189,286.571,248.681,222.794,324.28
90,90,S091-01-t10_01.jpg,180,,45.1797,87.7242,94.9973,94.775,57.1564,126.177
91,91,S092-01-t10_01.jpg,181,,136.972,292.422,259.719,296.404,193.34,375.487
92,92,S093-01-t10_01.jpg,182,,228.23,360.292,541.049,352.652,394.835,553.158
92,92,S093-02-t10_01.jpg,183,,336.968,229.719,482.524,242.265,407.281,322.296
93,93,S094-01-t10_01.jpg,184,,132.519,213.234,255.458,209.561,190.627,271.178
94,94,S095-01-t10_01.jpg,185,,153.081,289.622,267.901,288.677,208.779,351.851
94,94,S095-02-t10_01.jpg,186,,204.506,277.293,317.138,285.332,260.047,345.35
95,95,S096-01-t10_01.jpg,187,,125.904,208.863,231.467,212.724,180.841,263.441
95,95,S096-02-t10_01.jpg,188,,200.252,287.34,310.217,282.659,255.939,347.077
96,96,S097-01-t10_01.jpg,189,,172.825,272.082,300.347,273.117,234.254,352.635
97,97,S098-01-t10_01.jpg,190,,188.687,274.903,293.038,275.524,239.773,339.005
97,97,S098-02-t10_01.jpg,191,,201.666,271.855,312.534,292.43,254.224,337.265
98,98,S099-01-t10_01.jpg,192,,185.799,318.797,271.664,313.93,231.377,378.898
98,98,S099-02-t10_01.jpg,193,,178.843,283.868,302.295,280.296,240.623,372.377
98,98,S099-03-t10_01.jpg,194,,170.633,280.977,291.572,280.437,233.051,366.48
99,99,S100-01-t10_01.jpg,195,,189.304,219.343,299.974,237.296,233.145,298.113
100,100,S101-01-t10_01.jpg,196,,179.882,266.652,290.132,275.039,231.534,342.056
100,100,S101-02-t10_01.jpg,197,,133.644,209.802,243.537,210.119,189.306,277.393
101,101,S102-01-t10_01.jpg,198,,391.52,514.495,526.497,522.02,456.597,608.805
102,102,S103-01-t10_01.jpg,199,,168.76,202.433,273.441,230.526,211.547,269.47
103,103,S104-01-t10_01.jpg,200,,122.172,353.48,237.817,346.037,172.106,408.187
104,104,S105-01-t10_01.jpg,201,,150.804,318.008,278.103,311.887,219.684,407.432
105,105,S106-01-t10_01.jpg,202,,197.017,296.438,309.098,297.71,252.976,366.388
106,106,S107-01-t10_01.jpg,203,,190.813,258.228,300.579,252.602,251.562,332.384
107,107,S108-01-t10_01.jpg,204,,228.778,255.821,314.509,262.309,275.782,339.608
107,107,S108-02-t10_01.jpg,205,,166.142,256.16,273.296,259.864,216.397,348.282
107,107,S108-03-t10_01.jpg,206,,172.161,216.533,277.362,216.315,222.104,294.297
107,107,S108-04-t10_01.jpg,207,,212.859,243.95,313.927,241.912,262.582,317.252
108,108,S109-01-t10_01.jpg,208,,100.16,177.907,180.79,158.372,156.497,224.003
109,109,S110-01-t10_01.jpg,209,,185.461,245.637,297.516,243.449,243.52,311.068
110,110,S111-01-t10_01.jpg,210,,104.094,225.482,202.442,219.298,148.805,288.258
110,110,S111-02-t10_01.jpg,211,,177.463,298.586,290.413,301.337,222.522,376.841
110,110,S111-03-t10_01.jpg,212,,182.125,309.42,349.37,316.863,267.777,418.143
110,110,S111-04-t10_01.jpg,213,,187.304,208.857,281.678,212.932,231.4,272.027
110,110,S111-05-t10_01.jpg,214,,117.734,120.594,170.144,115.574,145.229,156.924
111,111,S112-01-t10_01.jpg,215,,151.387,242.455,249.503,231.242,186.544,306.366
111,111,S112-02-t10_01.jpg,216,,151.399,228.666,274.721,231.838,209.796,300.507
112,112,S113-01-t10_01.jpg,217,,206.973,265.413,310.073,258.498,265.607,325.943
113,113,S114-01-t10_01.jpg,218,,209.541,281.549,307.539,282.466,263.353,347.847
114,114,S115-01-t10_01.jpg,219,,207.483,243.359,343.81,237.306,280.975,309.39
115,115,S116-01-t10_01.jpg,220,,78.6482,92.7548,107.552,88.8296,97.2519,107.844
116,116,S117-01-t10_01.jpg,221,,202.02,248.539,297.591,271.489,238.945,324.479
116,116,S117-02-t10_01.jpg,222,,117.125,246.793,212.677,258.735,154.775,315.384
117,117,S118-01-t10_01.jpg,223,,118.305,94.0369,169.683,95.2148,145.19,127.302
117,117,S118-02-t10_01.jpg,224,,99.072,86.2282,150.275,102.522,118.037,124.523
117,117,S118-03-t10_01.jpg,225,,133.344,86.0846,167.282,86.1786,149.837,106.684
118,118,S119-01-t10_01.jpg,226,,198.722,263.543,300.938,263.022,250.979,322.128
119,119,S120-01-t10_01.jpg,227,,302.406,438.853,433.565,446.627,363.295,529.084
119,119,S120-01-t10_02.jpg,228,,,,,,,
120,120,S121-01-t10_01.jpg,229,,157.291,267.343,269.006,266.899,214.854,331.879
121,121,S122-01-t10_01.jpg,230,,510.797,451.727,769.399,441.969,643.982,601.302
122,122,S123-01-t10_01.jpg,231,,193.4,259.657,284.859,248.064,247.422,319.428
123,123,S124-01-t10_01.jpg,232,,212.09,267.272,317.373,284.038,266.232,340.43
123,123,S124-02-t10_01.jpg,233,,178.779,277.295,284.555,278.827,230.577,338.935
124,124,S125-01-t10_01.jpg,234,,239.44,246.905,337.337,241.166,290.861,309.341
125,125,S126-01-t10_01.jpg,235,,150.7,180.986,262.324,184.991,202.444,238.009
126,126,S127-01-t10_01.jpg,236,,625.75,403.883,844.68,398.948,737.472,513.1
127,127,S128-01-t10_01.jpg,237,,130.148,103.693,177.203,97.7715,163.452,131.308
128,128,S129-01-t10_01.jpg,238,,92.1152,107.259,128.315,107.511,112.04,126.954
129,129,S130-01-t10_01.jpg,239,,141.919,196.57,231.744,174.777,199.626,257.492
129,129,S130-02-t10_01.jpg,240,,189.799,230.804,278.977,238.223,228.366,304.583
130,130,S131-01-t10_01.jpg,241,,,,,,,
131,131,S132-01-t10_01.jpg,242,,346.041,506.379,548.075,474.885,459.313,631.44
131,131,S132-02-t10_01.jpg,243,,352.585,515.791,565.028,480.384,478.281,644.173
132,132,S133-01-t10_01.jpg,244,,127.176,218.551,229.421,212.598,177.215,274.704
132,132,S133-02-t10_01.jpg,245,,135.369,215.607,246.987,215.114,189.349,290.924
132,132,S133-03-t10_01.jpg,246,,165.454,229.499,258.556,240.361,205.259,293.04
133,133,S134-01-t10_01.jpg,247,,197.293,235.444,299.431,237.951,246.464,302.287
133,133,S134-02-t10_01.jpg,248,,220.044,260.909,317.052,260.856,269.039,318.763
133,133,S134-03-t10_01.jpg,249,,181.568,283.946,271.341,284.435,225.037,340.671
133,133,S134-04-t10_01.jpg,250,,184.968,218.835,280.376,222.362,231.954,281.149
133,133,S134-05-t10_01.jpg,251,,171.611,313.499,279.582,316.957,221.649,381.772
133,133,S134-06-t10_01.jpg,252,,195.245,335.164,300.519,331.862,246.469,398.688
133,133,S134-07-t10_01.jpg,253,,179.936,251.241,301.553,260.197,237.161,333.104
133,133,S134-08-t10_01.jpg,254,,180.829,409.674,284.055,411.671,231.771,476.523
134,134,S135-01-t10_01.jpg,255,,155.178,228.018,259.708,243.079,206.204,317.494
135,135,S136-01-t10_01.jpg,256,,147.467,232.291,236.159,228.776,194.059,290.978
136,136,S137-01-t10_01.jpg,257,,163.418,280.19,288.57,277.75,223.106,355.589
137,137,S138-01-t10_01.jpg,258,,468.483,431.67,579.397,430.701,523.951,507.308
137,137,S138-02-t10_01.jpg,259,,339.843,336.511,429.173,330.609,385.537,390.522
138,138,S139-01-t10_01.jpg,260,,212.62,291.018,283.813,288.36,254.103,343.382
139,139,S140-01-t10_01.jpg,261,,97.0195,219.686,210.664,220.76,146.238,258.649
140,140,S141-01-t10_01.jpg,262,,131.704,208.094,244.903,202.255,185.061,273.708
141,141,S142-01-t10_01.jpg,263,,184.751,238.117,296.977,232.928,250.895,299.529
141,141,S142-02-t10_01.jpg,264,,177.858,236.352,328.305,256.737,239.269,330.216
141,141,S142-03-t10_01.jpg,265,,198.495,263.083,303.868,274.415,244.805,323.322
141,141,S142-04-t10_01.jpg,266,,174.674,318.84,299.27,307.787,242.441,384.164
141,141,S142-05-t10_01.jpg,267,,176.329,202.167,294.813,197.74,242.4,268.296
141,141,S142-06-t10_01.jpg,268,,181.298,240.285,300.088,239.992,240.718,315.827
141,141,S142-07-t10_01.jpg,269,,193.873,326.593,311.992,320.1,255.978,393.556
142,142,S143-01-t10_01.jpg,270,,126.172,105.744,184.269,107.949,156.014,146.691
143,143,S144-01-t10_01.jpg,271,,223.836,286.028,329.294,286.308,278.542,338.042
144,144,S145-01-t10_01.jpg,272,,172.753,406.971,336.897,395.374,254.291,483.315
144,144,S145-01-t10_02.jpg,273,,,,,,,
145,145,S146-01-t10_01.jpg,274,,83.3265,84.2148,128.184,79.0955,108.578,107.738
145,145,S146-02-t10_01.jpg,275,,90.6205,115.643,130.026,114.767,110.24,137.838
146,146,S147-01-t10_01.jpg,276,,126.706,254.605,219.821,267.109,164.581,334.366
147,147,S148-01-t10_01.jpg,277,,234.461,255.095,354.927,275.741,281.936,355.949
147,147,S148-02-t10_01.jpg,278,,165.503,271.202,275.442,269.525,216.853,344.02
147,147,S148-03-t10_01.jpg,279,,177.156,274.232,276.581,258.981,226.127,337.32
147,147,S148-04-t10_01.jpg,280,,193.072,281.657,293.14,272.204,249.306,339.673
148,148,S149-01-t10_01.jpg,281,,85.812,207.472,164.273,210.217,123.019,253.027
149,149,S150-01-t10_01.jpg,282,,76.6061,96.0115,126.209,81.6696,104.837,128.505
149,149,S150-02-t10_01.jpg,283,,86.7226,87.6084,132.511,87.6304,110.642,115.982
150,150,S151-01-t10_01.jpg,284,,163.26,300.9,268.688,305.01,217.206,361.657
151,151,S152-01-t10_01.jpg,285,,99.5751,104.674,156.366,104.285,130.5,141.833
152,152,S153-01-t10_01.jpg,286,,217.853,273.552,333.187,264.115,277.111,321.863
152,152,S153-02-t10_01.jpg,287,,140.921,248.669,256.639,249.469,197.611,318.094
153,153,S154-01-t10_01.jpg,288,,354.218,367,541.884,390.206,439.546,486.304
154,154,S155-01-t10_01.jpg,289,,120.821,211.884,195.435,201.758,157.159,242.849
155,155,S156-01-t10_01.jpg,290,,582.986,357.9,736.946,326.238,671.92,428.903
156,156,S157-01-t10_01.jpg,291,,175.018,269.962,289.755,274.657,229.788,341.403
157,157,S158-01-t10_01.jpg,292,,160.09,282.747,240.137,287.032,192.402,336.333
158,158,S159-01-t10_01.jpg,293,,202.326,286.13,276.293,285.26,241.255,329.535
159,159,S160-01-t10_01.jpg,294,,141.107,201.113,288.137,198.186,218.364,293.307
160,160,S161-01-t10_01.jpg,295,,88.2261,70.5544,115.602,69.9647,103.456,87.6848
161,161,S162-01-t10_01.jpg,296,,55.7663,115.318,118.938,122.605,82.8739,155.342
162,162,S163-01-t10_01.jpg,297,,190.634,232.864,305.478,236.364,251.113,310.428
162,162,S163-02-t10_01.jpg,298,,145.261,321.569,292.731,312.615,220.59,410.141
163,163,S164-01-t10_01.jpg,299,,97.8507,91.0533,146.191,93.4932,118.966,123.433
163,163,S164-02-t10_01.jpg,300,,395.425,360.447,551.809,356.235,468.572,451.989
163,163,S164-02-t10_02.jpg,301,,,,,,,
164,164,S165-01-t10_01.jpg,302,,199.896,310.791,317.495,307.136,262.181,397.241
165,165,S166-01-t10_01.jpg,303,,98.712,129.874,139.677,138.228,118.031,165.628
165,165,S166-02-t10_01.jpg,304,,314.856,332.393,451.405,333.167,368.028,422.001
165,165,S166-02-t10_02.jpg,305,,,,,,,
166,166,S167-01-t10_01.jpg,306,,351.717,416.368,502.377,414.156,426.555,523.672
167,167,S168-01-t10_01.jpg,307,,71.43,206.862,163.249,200.446,108.595,269.534
168,168,S169-01-t10_01.jpg,308,,206.932,256.368,310.539,265.152,252.876,322.424
169,169,S170-01-t10_01.jpg,309,,109.084,253.028,220.541,251.448,162.456,317.048
